address,description,price,building_total_floors,num_bathrooms,lat,num_rooms,area,condition,floor,lng,price_sqm,building_type,ceiling_height
"Yerevan, Avan, Acharyan St","Commercial property for sale in Acharyan St, Avan, Yerevan, 46857","500,000",1,,40.21623750,,800 sq. m.,newly repaired,1,44.56224150,625,other,2.8 m
"Yerevan, Qanaqer-Zeytun, Z. Sarkavag St","Commercial property for sale in Z. Sarkavag St, Qanaqer-Zeytun, Yerevan, 6987","2,500,000",3,,40.20514870,,1140 sq. m.,newly repaired,0,44.54057260,"2,193",stone,2.8 m
"Yerevan, Nor Norq, D. Malyan St","Commercial property for sale in D. Malyan St, Nor Norq, Yerevan, 41230","1,200,000",7,,40.20798320,,1000 sq. m.,good,1,44.56467650,"1,200",panel,5 m+
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 41926","1,224,000",5,,40.20086510,,253 sq. m.,good,1,44.49326150,"4,838",other,2.8 m
"Yerevan, Center, Argishti St","Commercial property for sale in new construction in Argishti St, Center, Yerevan, 94647","63,000",14,,40.17377960,,55 sq. m.,newly repaired,1,44.50421970,"1,145",monolit,3 m
"Yerevan, Arabkir, Hovsep Emin St","Commercial property for sale in Hovsep Emin St, Arabkir, Yerevan, 82213","65,000",1,,40.20357350,,60 sq. m.,good,1,44.48922290,"1,083",stone,2.8 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 85962","70,000",4,,40.18333300,,78 sq. m.,newly repaired,0,44.51666700,897,stone,3.2 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 83390","70,000",5,,40.19488100,,21 sq. m.,newly repaired,1,44.48856660,"3,333",stone,3.2 m
"Yerevan, Center, Bryusov St","Commercial property for sale in Bryusov St, Center, Yerevan, 81432","69,000",4,,40.16786570,,71 sq. m.,good,0,44.50495640,972,stone,2.8 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 86389","70,000",3,,40.18333300,,78 sq. m.,newly repaired,0,44.51666700,897,stone,3.2 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 90877","70,000",4,,40.15820540,,80 sq. m.,newly repaired,0,44.51164630,875,stone,3 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 86015","73,000",4,,40.18333300,,78 sq. m.,newly repaired,0,44.51666700,936,stone,2.8 m
"Yerevan, Davtashen, Davtashen 2 district","Commercial property for sale in Davtashen 2 district, Davtashen, Yerevan, 6652","75,000",9,,40.22548810,,74 sq. m.,good,1,44.49465770,"1,014",other,2.8 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 74386","70,000",5,,40.18800010,,29 sq. m.,newly repaired,1,44.51757650,"2,414",stone,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","Commercial property for sale in A. Khachatrian St, Arabkir, Yerevan, 95464","75,000",5,,40.20245970,,75 sq. m.,newly repaired,1,44.49174120,"1,000",other,3 m
"Yerevan, Center, Heratsi St","Commercial property for sale in Heratsi St, Center, Yerevan, 90703","72,000",6,,40.19174590,,43 sq. m.,newly repaired,1,44.53049320,"1,674",stone,3 m
"Yerevan, Malatia-Sebastia, A. Babajanyan St","Commercial property for sale in A. Babajanyan St, Malatia-Sebastia, Yerevan, 93843","76,000",9,,40.17062870,,110 sq. m.,zero condition,1,44.43788610,691,panel,3.8 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 73082","79,000",5,,40.20579990,,60 sq. m.,newly repaired,0,44.50622590,"1,317",stone,2.8 m
"Yerevan, Arabkir, Azatutyan Ave","Commercial property for sale in Azatutyan Ave, Arabkir, Yerevan, 86087","80,000",5,,40.18333300,,80 sq. m.,newly repaired,1,44.51666700,"1,000",stone,2.8 m
"Yerevan, Arabkir, Mamikoniants St","Commercial property for sale in Mamikoniants St, Arabkir, Yerevan, 81436","80,000",5,,40.20916100,,80 sq. m.,good,1,44.51687220,"1,000",stone,3 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 82311","80,000",3,,40.18157340,,45 sq. m.,newly repaired,0,44.52004900,"1,778",stone,2.8 m
"Yerevan, Arabkir, Baghramyan av(Arabkir)","Commercial property for sale in Baghramyan av(Arabkir), Arabkir, Yerevan, 76208","140,000",2,,40.19241460,,130 sq. m.,good,1,44.50019640,"1,077",stone,3 m
"Yerevan, Center, Baghramyan Ave (Kentron)","Commercial property for sale in Baghramyan Ave (Kentron), Center, Yerevan, 69983","125,000",5,,40.19111650,,70 sq. m.,newly repaired,1,44.50475680,"1,786",stone,2.8 m
"Yerevan, Arabkir, Mamikoniants St","Commercial property for sale in Mamikoniants St, Arabkir, Yerevan, 81447","80,000",5,,40.20819760,,80 sq. m.,newly repaired,1,44.51720900,"1,000",other,2.8 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 85932","70,000",4,,40.18333300,,78 sq. m.,newly repaired,0,44.51666700,897,stone,3.2 m
"Yerevan, Arabkir, N. Zaryan St","Commercial property for sale in new construction in N. Zaryan St, Arabkir, Yerevan, 80187","155,000",14,,40.20387110,,110 sq. m.,newly repaired,2,44.52358360,"1,409",monolit,3.2 m
"Yerevan, Davtashen, Davtashen 2 district","Commercial property for sale in new construction in Davtashen 2 district, Davtashen, Yerevan, 68431","160,000",15,,40.22548810,,240 sq. m.,zero condition,1,44.49465770,667,other,3 m
"Yerevan, Arabkir, Mamikoniants St","Commercial property for sale in Mamikoniants St, Arabkir, Yerevan, 74176","155,000",17,,40.21011320,,170 sq. m.,zero condition,1,44.52167510,912,monolit,3.2 m
"Yerevan, Malatia-Sebastia, Svachyan str","Commercial property for sale in Svachyan str, Malatia-Sebastia, Yerevan, 73716","138,000",5,,40.16864520,,140 sq. m.,newly repaired,1,44.45749200,986,stone,2.8 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 79856","180,000",5,,40.18666300,,43 sq. m.,newly repaired,0,44.51328700,"4,186",stone,2.8 m
"Yerevan, Arabkir, V.Papazyan St","Commercial property for sale in V.Papazyan St, Arabkir, Yerevan, 56995","180,000",5,,40.19875400,,65 sq. m.,newly repaired,1,44.50658310,"2,769",stone,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 67619","195,000",5,,40.19596615,,110 sq. m.,newly repaired,1,44.49043879,"1,773",stone,3 m
"Yerevan, Davtashen, Davtashen 2 district","Commercial property for sale in Davtashen 2 district, Davtashen, Yerevan, 75981","165,000",16,,40.22548810,,150 sq. m.,zero condition,1,44.49465770,"1,100",monolit,3 m
"Yerevan, Center, Kilikia district","Commercial property for sale in Kilikia district, Center, Yerevan, 74565","100,000",5,,40.17917250,,130 sq. m.,good,1,44.51340810,769,stone,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 76237","170,000",1,,40.19569980,,105 sq. m.,newly repaired,1,44.48950130,"1,619",stone,2.8 m
"Yerevan, Achapnyak, Bashinjaxyan 2 alley","Commercial property for sale in Bashinjaxyan 2 alley, Achapnyak, Yerevan, 75528","100,000",12,,40.20353560,,110 sq. m.,good,1,44.46872430,909,panel,2.8 m
"Yerevan, Center, Pushkin St","Commercial property for sale in Pushkin St, Center, Yerevan, 62385","195,000",5,,40.18282220,,70 sq. m.,newly repaired,1,44.51241200,"2,786",stone,3.2 m
"Yerevan, Arabkir, A. Khachatrian St","Commercial property for sale in A. Khachatrian St, Arabkir, Yerevan, 75793","100,000",5,,40.20534510,,98 sq. m.,newly repaired,1,44.49845910,"1,020",panel,3 m
"Yerevan, Center, Arshakunyats Ave","Commercial property for sale in new construction in Arshakunyats Ave, Center, Yerevan, 72458","150,000",3,,40.13657540,,60 sq. m.,newly repaired,1,44.48939980,"2,500",monolit,3 m
"Yerevan, Center, Arshakunyats Ave","Commercial property for sale in Arshakunyats Ave, Center, Yerevan, 72219","153,000",5,,40.15684320,,150 sq. m.,newly repaired,1,44.50156630,"1,020",monolit,3 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 89633","165,000",10,,40.17960150,,51 sq. m.,newly repaired,1,44.51548490,"3,235",monolit,3 m
"Yerevan, Center, Pushkin St","Commercial property for sale in Pushkin St, Center, Yerevan, 94187","150,000",5,,40.18526940,,90 sq. m.,newly repaired,0,44.50857330,"1,667",stone,2.8 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 89684","90,000",4,,40.19322566,,100 sq. m.,zero condition,1,44.48634321,900,stone,3.2 m
"Yerevan, Center, I. Alikhanyan St","Commercial property for sale in I. Alikhanyan St, Center, Yerevan, 93501","90,000",5,,40.18889885,,50 sq. m.,newly repaired,1,44.51139363,"1,800",stone,2.8 m
"Yerevan, Center, M.Khorenatsi St","Commercial property for sale in M.Khorenatsi St, Center, Yerevan, 94291","120,000",10,,40.17842780,,76 sq. m.,newly repaired,1,44.50701930,"1,579",monolit,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 83128","100,000",5,,40.19569980,,50 sq. m.,good,1,44.48950130,"2,000",other,2.8 m
"Yerevan, Erebuni, Artsakh ave","Commercial property for sale in Artsakh ave, Erebuni, Yerevan, 14072","58,000",1,,40.13544260,,160 sq. m.,good,0,44.51027890,363,other,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","Commercial property for sale in A. Khachatrian St, Arabkir, Yerevan, 30518","170,000",9,,40.19463580,,230 sq. m.,good,1,44.46564650,739,other,3 m
"Yerevan, Erebuni, Ayvazovski Street","Commercial property for sale in new construction in Ayvazovski Street, Erebuni, Yerevan, 25935","115,000",2,,40.17918570,,170 sq. m.,zero condition,1,44.49910290,676,stone,5 m+
"Yerevan, Erebuni, Erebuni St","Commercial property for sale in Erebuni St, Erebuni, Yerevan, 19298","190,000",5,,40.14195030,,230 sq. m.,good,1,44.52192440,826,other,2.8 m
"Yerevan, Center, Vardanants St","Commercial property for sale in new construction in Vardanants St, Center, Yerevan, 33778","1,000,000",4,,40.17577470,,221 sq. m.,newly repaired,1,44.51962170,"4,525",monolit,3 m
"Yerevan, Center, Tumanyan 1 passage","Commercial property for sale in Tumanyan 1 passage, Center, Yerevan, 43315","180,000",5,,40.17845530,,62 sq. m.,newly repaired,1,44.52265260,"2,903",stone,2.8 m
"Yerevan, Center, Mashtots Ave","Commercial property for sale in Mashtots Ave, Center, Yerevan, 8506","150,000",9,,40.18373100,,60 sq. m.,good,1,44.51118620,"2,500",other,2.8 m
"Yerevan, Shengavit, Araratyan 1 alley","Commercial property for sale in Araratyan 1 alley, Shengavit, Yerevan, 7146","120,000",1,,40.14808340,,1400 sq. m.,good,1,44.48312870,86,stone,3.2 m
"Yerevan, Center, Khanjyan St","Commercial property for sale in Khanjyan St, Center, Yerevan, 15796","290,000",5,,40.17821340,,135 sq. m.,good,1,44.52284310,"2,148",stone,2.8 m
"Yerevan, Center, Vardanants St","Commercial property for sale in Vardanants St, Center, Yerevan, 55176","150,000",9,,40.17913580,,95 sq. m.,newly repaired,0,44.51842490,"1,579",stone,2.8 m
"Yerevan, Avan, Narekatsi district","Commercial property for sale in Narekatsi district, Avan, Yerevan, 26464","200,000",14,,40.21951550,,260 sq. m.,newly repaired,1,44.58089630,769,panel,2.8 m
"Yerevan, Center, Tigran Mets Ave","Commercial property for sale in Tigran Mets Ave, Center, Yerevan, 2183","340,000",5,,40.16657640,,250 sq. m.,newly repaired,0,44.51323540,"1,360",stone,2.8 m
"Yerevan, Center, Khanjyan St","Commercial property for sale in Khanjyan St, Center, Yerevan, 41273","320,000",4,,40.18333300,,314 sq. m.,newly repaired,1,44.51666700,"1,019",stone,3.2 m
"Yerevan, Center, Koryun St","Commercial property for sale in Koryun St, Center, Yerevan, 1000","550,000",2,,40.18848610,,204 sq. m.,newly repaired,1,44.52351760,"2,696",stone,3 m
"Yerevan, Center, Zakyan St","Commercial property for sale in Zakyan St, Center, Yerevan, 7044","550,000",5,,40.17733710,,220 sq. m.,good,1,44.50744470,"2,500",other,2.8 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 57537","230,000",5,,40.17845530,,104 sq. m.,newly repaired,1,44.52572110,"2,212",stone,2.8 m
"Yerevan, Center, Baghramyan Ave (Kentron)","Commercial property for sale in Baghramyan Ave (Kentron), Center, Yerevan, 54985","115,000",4,,40.19289730,,71 sq. m.,zero condition,1,44.50925230,"1,620",stone,2.6 m
"Yerevan, Center, Vardanants St","Commercial property for sale in Vardanants St, Center, Yerevan, 62022","215,000",1,,40.17924610,,114 sq. m.,newly repaired,1,44.50953740,"1,886",stone,3.8 m
"Yerevan, Shengavit, Exbayrutyan alley","Commercial property for sale in Exbayrutyan alley, Shengavit, Yerevan, 48509","37,000",5,,40.15395750,,58 sq. m.,good,1,44.48567620,638,other,2.8 m
"Yerevan, Shengavit, Mantashyan St.","Commercial property for sale in Mantashyan St., Shengavit, Yerevan, 49277","130,000",4,,40.15215540,,150 sq. m.,newly repaired,1,44.48677000,867,stone,2.8 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 94290","695,000",5,,40.18295080,,180 sq. m.,newly repaired,1,44.51666210,"3,861",stone,3 m
"Yerevan, Center, Buzand St","Commercial property for sale in new construction in Buzand St, Center, Yerevan, 97584","2,380,000",14,,40.17991980,,340 sq. m.,zero condition,1,44.51147760,"7,000",other,3.8 m
"Yerevan, Center, Zakyan St","Commercial property for sale in Zakyan St, Center, Yerevan, 95297","290,000",5,,40.17733710,,95 sq. m.,newly repaired,1,44.50744470,"3,053",stone,3 m
"Yerevan, Center, G.Lusavorich St","Commercial property for sale in G.Lusavorich St, Center, Yerevan, 87599","237,000",5,,40.17411770,,74 sq. m.,newly repaired,1,44.50608190,"3,203",stone,2.8 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 97237","290,000",5,,40.18195990,,65 sq. m.,newly repaired,1,44.52035070,"4,462",stone,3 m
"Yerevan, Shengavit, Bagratuniats Ave","Commercial property for sale in Bagratuniats Ave, Shengavit, Yerevan, 93917","200,000",10,,40.14953450,,61 sq. m.,newly repaired,1,44.48485740,"3,279",panel,2.8 m
"Yerevan, Center, Buzand St","Commercial property for sale in new construction in Buzand St, Center, Yerevan, 97583","1,200,000",16,,40.17991980,,170 sq. m.,zero condition,1,44.51147760,"7,059",monolit,3.8 m
"Yerevan, Center, Buzand St","Commercial property for sale in new construction in Buzand St, Center, Yerevan, 97573","1,100,000",10,,40.17544680,,100 sq. m.,newly repaired,1,44.51888680,"11,000",monolit,3.8 m
"Yerevan, Center, Amiryan St","Commercial property for sale in new construction in Amiryan St, Center, Yerevan, 95206","470,000",12,,40.18207990,,165 sq. m.,newly repaired,1,44.50559580,"2,848",monolit,3 m
"Yerevan, Center, Abovyan St","Commercial property for sale in Abovyan St, Center, Yerevan, 94749","1,000,000",4,,40.18712170,,70 sq. m.,newly repaired,1,44.52335210,"14,286",stone,3 m
"Yerevan, Center, Moskovyan St","Commercial property for sale in Moskovyan St, Center, Yerevan, 92974","260,000",5,,40.18787140,,83 sq. m.,good,1,44.51122790,"3,133",stone,3.8 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 72668","280,000",5,,40.18067270,,100 sq. m.,newly repaired,1,44.51981820,"2,800",stone,3 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 93813","260,000",6,,40.18177400,,143 sq. m.,newly repaired,1,44.52123510,"1,818",stone,3.2 m
"Yerevan, Center, Aghayan St","Commercial property for sale in Aghayan St, Center, Yerevan, 94590","531,000",4,,40.18620300,,130 sq. m.,newly repaired,1,44.51900050,"4,085",stone,3 m
"Yerevan, Arabkir, Gyulbenkyan St","Commercial property for sale in Gyulbenkyan St, Arabkir, Yerevan, 16417","200,000",5,,40.20037840,,141 sq. m.,newly repaired,1,44.49583830,"1,418",stone,3 m
"Yerevan, Center, Bayron St","Commercial property for sale in Bayron St, Center, Yerevan, 95437","500,000",5,,40.18733480,,142 sq. m.,newly repaired,1,44.51833510,"3,521",stone,3.2 m
"Yerevan, Center, E. Qochar St","Commercial property for sale in E. Qochar St, Center, Yerevan, 14862","200,000",2,,40.17092630,,90 sq. m.,good,1,44.51730110,"2,222",stone,2.8 m
"Yerevan, Arabkir, Gyulbenkyan St","Commercial property for sale in Gyulbenkyan St, Arabkir, Yerevan, 92880","200,000",11,,40.19398260,,116 sq. m.,zero condition,1,44.49983130,"1,724",other,3 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 72270","285,000",5,,40.18067270,,100 sq. m.,newly repaired,1,44.51981820,"2,850",stone,3 m
"Yerevan, Arabkir, Kievyan St","Commercial property for sale in Kievyan St, Arabkir, Yerevan, 80076","200,000",5,,40.19455600,,63 sq. m.,newly repaired,1,44.48799950,"3,175",other,3.2 m
"Yerevan, Center, Koryun St","Commercial property for sale in Koryun St, Center, Yerevan, 2137","200,000",4,,40.18848610,,100 sq. m.,good,1,44.52351760,"2,000",stone,3.2 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 77495","210,000",9,,40.20579990,,275 sq. m.,newly repaired,1,44.50622590,764,monolit,3.2 m
"Yerevan, Center, Tumanyan St","Commercial property for sale in Tumanyan St, Center, Yerevan, 79458","1,200,000",5,,40.18286640,,80 sq. m.,zero condition,1,44.51716110,"15,000",stone,3.8 m
"Yerevan, Center, Vardanants St","Commercial property for sale in Vardanants St, Center, Yerevan, 79876","410,000",4,,40.17752080,,146 sq. m.,good,1,44.51852200,"2,808",stone,3 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 62413","320,000",5,,40.17924610,,86 sq. m.,newly repaired,1,44.50953740,"3,721",stone,3 m
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 77494","370,000",5,,40.20163740,,540 sq. m.,good,1,44.49628450,685,stone,5 m+
"Yerevan, Arabkir, Komitas Ave","Commercial property for sale in Komitas Ave, Arabkir, Yerevan, 77390","310,000",5,,40.20269590,,78 sq. m.,newly repaired,1,44.49769300,"3,974",stone,3 m
"Yerevan, Center, Mashtots Ave","Commercial property for sale in Mashtots Ave, Center, Yerevan, 72457","450,000",4,,40.18638120,,83 sq. m.,newly repaired,1,44.51320860,"5,422",stone,2.8 m
"Yerevan, Center, Sayat-Nova Ave","Commercial property for sale in Sayat-Nova Ave, Center, Yerevan, 71742","250,000",5,,40.17761540,,100 sq. m.,newly repaired,1,44.52683840,"2,500",stone,2.8 m
"Yerevan, Center, E. Qochar St","Commercial property for sale in E. Qochar St, Center, Yerevan, 62411","210,000",5,,40.16968790,,150 sq. m.,good,1,44.51757070,"1,400",stone,2.8 m
"Yerevan, Center, Vardanants St","Commercial property for sale in Vardanants St, Center, Yerevan, 62167","215,000",4,,40.17873090,,114 sq. m.,newly repaired,1,44.51745660,"1,886",stone,3.8 m
"Yerevan, Center, Nalbandyan St","Commercial property for sale in Nalbandyan St, Center, Yerevan, 69423","289,000",5,,40.16841700,,70 sq. m.,good,1,44.30392380,"4,129",stone,2.8 m
