address,description,price,building_total_floors,num_bathrooms,lat,num_rooms,area,condition,floor,lng,price_sqm,building_type,ceiling_height
"Yerevan, Center, Proshyan St","3 bedrooms apartment for sale in Proshyan St, Center, Yerevan, 94582","153,000",4,1,40.18965450,3,90 sq. m.,newly repaired,4,44.50387690,"1,700",stone,3.2 m
"Yerevan, Center, Tumanyan St","3 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 94699","170,000",10,1,40.18593300,3,75 sq. m.,newly repaired,6,44.51215360,"2,267",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 96188","90,000",3,1,40.20579990,2,65 sq. m.,newly repaired,2,44.50622590,"1,385",stone,3 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 90606","66,000",16,1,40.22383240,2,63 sq. m.,zero condition,13,44.50563380,"1,048",monolit,3 m
"Yerevan, Center, Tumanyan St","2 bedrooms apartment for sale in Tumanyan St, Center, Yerevan, 90938","106,000",11,1,40.18593300,2,66 sq. m.,newly repaired,11,44.51215360,"1,606",panel,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","3 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 77161","74,000",5,1,40.20534510,3,56 sq. m.,newly repaired,4,44.49845910,"1,321",stone,2.8 m
"Yerevan, Center, NarDos St","3 bedrooms apartment for sale in new construction in NarDos St, Center, Yerevan, 85891","149,000",10,1,40.18333300,3,106 sq. m.,newly repaired,4,44.51666700,"1,406",monolit,3 m
"Yerevan, Center, Sayat-Nova Ave","3 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 95254","145,000",4,1,40.17988070,3,105 sq. m.,good,4,44.52313530,"1,381",stone,3.2 m
"Yerevan, Arabkir, V.Papazyan St","2 bedrooms apartment for sale in V.Papazyan St, Arabkir, Yerevan, 84324","85,000",5,1,40.20474540,2,70 sq. m.,zero condition,4,44.50184080,"1,214",stone,2.8 m
"Yerevan, Arabkir, A. Avetisyan St","4 bedrooms apartment for sale in A. Avetisyan St, Arabkir, Yerevan, 94192","77,000",16,1,40.19850090,4,93 sq. m.,newly repaired,13,44.50238990,828,panel,2.8 m
"Yerevan, Center, Hanrapetutyan St","2 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 96113","150,000",5,1,40.17896840,2,86 sq. m.,newly repaired,4,44.52174940,"1,744",stone,3 m
"Yerevan, Center, Kajaznuni St","3 bedrooms apartment for sale in Kajaznuni St, Center, Yerevan, 87472","115,000",10,1,40.16859790,3,98 sq. m.,newly repaired,8,44.52029240,"1,173",panel,2.8 m
"Yerevan, Center, Paronyan St","3 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 93201","145,000",4,1,40.17971750,3,106 sq. m.,newly repaired,1,44.50096750,"1,368",stone,3.2 m
"Yerevan, Davtashen, Davtashen 4 district","4 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 73226","69,000",9,1,40.22548810,4,87 sq. m.,good,2,44.49465770,793,panel,2.8 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 63671","94,000",4,1,40.20931700,3,78 sq. m.,good,2,44.51725870,"1,205",stone,3.2 m
"Yerevan, Center, Sayat-Nova Ave","3 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 68061","100,000",5,1,40.17795930,3,67 sq. m.,good,5,44.52640240,"1,493",stone,2.8 m
"Yerevan, Center, Sayat-Nova Ave","3 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 87865","125,000",4,1,40.18206190,3,105 sq. m.,good,4,44.52088370,"1,190",stone,3 m
"Yerevan, Center, Teryan St","2 bedrooms apartment for sale in Teryan St, Center, Yerevan, 88772","138,000",5,1,40.20557019,2,50 sq. m.,good,2,44.52663978,"2,760",stone,2.8 m
"Yerevan, Center, Hanrapetutyan St","3 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 66580","150,000",4,1,40.17886800,3,111 sq. m.,newly repaired,4,44.52083280,"1,351",stone,3.2 m
"Yerevan, Center, Pushkin St","4 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 75169","143,000",9,1,40.18012990,4,100 sq. m.,good,8,44.51653890,"1,430",other,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 96693","72,000",9,1,40.21593520,3,73 sq. m.,good,2,44.48020140,986,panel,2.8 m
"Yerevan, Center, Paronyan St","3 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 91850","105,000",4,1,40.17879200,3,98 sq. m.,good,4,44.50183600,"1,071",stone,3.2 m
"Yerevan, Arabkir, Komitas Ave","4 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 90490","115,000",10,1,40.20241010,4,94 sq. m.,newly repaired,8,44.49696210,"1,223",panel,2.8 m
"Yerevan, Center, Paronyan St","2 bedrooms apartment for sale in new construction in Paronyan St, Center, Yerevan, 88613","150,000",15,1,40.18338470,2,79 sq. m.,zero condition,11,44.50011800,"1,899",monolit,3 m
"Yerevan, Center, Frik St","2 bedrooms apartment for sale in Frik St, Center, Yerevan, 96648","150,000",4,1,40.18555920,2,77 sq. m.,newly repaired,2,44.50502970,"1,948",stone,3 m
"Yerevan, Davtashen, Davtashen 2 district","3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 69356","70,000",9,1,40.22548810,3,75 sq. m.,good,1,44.49465770,933,panel,2.8 m
"Yerevan, Arabkir, Shirvanzade St","3 bedrooms apartment for sale in Shirvanzade St, Arabkir, Yerevan, 93727","88,000",5,1,40.20711680,3,74 sq. m.,good,3,44.52533790,"1,189",stone,3 m
"Yerevan, Arabkir, Azatutyan Ave","3 bedrooms apartment for sale in Azatutyan Ave, Arabkir, Yerevan, 73749","77,000",5,1,40.20219260,3,86 sq. m.,newly repaired,5,44.52216910,895,stone,2.8 m
"Yerevan, Center, Tsitsernakaberd Highway","3 bedrooms apartment for sale in new construction in Tsitsernakaberd Highway, Center, Yerevan, 96284","130,000",18,1,40.18152920,3,84 sq. m.,good,16,44.48443690,"1,548",monolit,3 m
"Yerevan, Center, NarDos St","3 bedrooms apartment for sale in NarDos St, Center, Yerevan, 86338","110,000",5,1,40.18333300,3,90 sq. m.,newly repaired,4,44.51666700,"1,222",stone,3.2 m
"Yerevan, Center, Argishti St","4 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 93938","138,000",14,2,40.17396190,4,120 sq. m.,newly repaired,14,44.50324050,"1,150",monolit,3 m
"Yerevan, Center, Yekmalyan St","3 bedrooms apartment for sale in new construction in Yekmalyan St, Center, Yerevan, 91800","153,000",9,1,40.18467950,3,63 sq. m.,newly repaired,4,44.50807740,"2,429",monolit,3 m
"Yerevan, Center, H. Shahinyan St","3 bedrooms apartment for sale in H. Shahinyan St, Center, Yerevan, 74818","100,000",4,1,40.18814700,3,80 sq. m.,good,1,44.52398660,"1,250",stone,2.8 m
"Yerevan, Arabkir, A.Tigranyan St","3 bedrooms apartment for sale in A.Tigranyan St, Arabkir, Yerevan, 78994","74,000",12,1,40.20049820,3,100 sq. m.,good,4,44.52504250,740,panel,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","3 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 88082","107,000",9,1,40.20534510,3,95 sq. m.,newly repaired,2,44.49845910,"1,126",panel,2.8 m
"Yerevan, Arabkir, Griboedov St","4 bedrooms apartment for sale in Griboedov St, Arabkir, Yerevan, 66663","87,000",5,1,40.20785230,4,115 sq. m.,good,4,44.51353790,757,stone,2.8 m
"Yerevan, Arabkir, Aghbyur Serob St","3 bedrooms apartment for sale in Aghbyur Serob St, Arabkir, Yerevan, 85971","77,000",16,1,40.19737290,3,90 sq. m.,good,11,44.50438180,856,panel,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 96059","65,000",16,1,40.21593520,3,92 sq. m.,good,13,44.48020140,707,panel,2.8 m
"Yerevan, Center, Amiryan St","2 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 88878","135,000",16,1,40.18062240,2,64 sq. m.,newly repaired,7,44.50817810,"2,109",panel,2.8 m
"Yerevan, Center, E. Qochar St","4 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 69580","120,000",9,1,40.17065240,4,135 sq. m.,newly repaired,3,44.51762120,889,panel,2.8 m
"Yerevan, Center, Bayron St","3 bedrooms apartment for sale in Bayron St, Center, Yerevan, 92728","130,000",6,1,40.18733480,3,101 sq. m.,newly repaired,6,44.51833510,"1,287",stone,2.8 m
"Yerevan, Center, Koghbatsi St","3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 91308","153,000",11,2,40.17883160,3,77 sq. m.,newly repaired,7,44.50734090,"1,987",panel,2.8 m
"Yerevan, Arabkir, Artsruni St","4 bedrooms apartment for sale in Artsruni St, Arabkir, Yerevan, 63535","82,000",5,1,40.20092020,4,77 sq. m.,newly repaired,5,44.49687320,"1,065",stone,2.8 m
"Yerevan, Center, E. Qochar St","4 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 75341","100,000",10,1,40.17133660,4,114 sq. m.,newly repaired,10,44.51773610,877,monolit,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 95328","115,000",5,1,40.20617880,3,90 sq. m.,newly repaired,5,44.51978270,"1,278",stone,3 m
"Yerevan, Arabkir, Orbeli Yeghbayrner St","2 bedrooms apartment for sale in Orbeli Yeghbayrner St, Arabkir, Yerevan, 96705","67,000",9,1,40.19335760,2,48 sq. m.,newly repaired,2,44.49277590,"1,396",panel,2.8 m
"Yerevan, Arabkir, Hambardzumyan St","3 bedrooms apartment for sale in new construction from developer in Hambardzumyan St, Arabkir, Yerevan, 97615","84,000",13,2,40.19921170,3,80 sq. m.,zero condition,10,44.50506310,"1,050",monolit,3 m
"Yerevan, Center, Hanrapetutyan St","4 bedrooms apartment for sale in Hanrapetutyan St, Center, Yerevan, 80056","160,000",4,1,40.17789730,4,138 sq. m.,good,4,44.51898760,"1,159",stone,3.2 m
"Yerevan, Arabkir, Kasyan St","2 bedrooms apartment for sale in Kasyan St, Arabkir, Yerevan, 76967","80,000",4,1,40.20045160,2,68 sq. m.,good,3,44.49427600,"1,176",stone,3 m
"Yerevan, Arabkir, Griboedov St","3 bedrooms apartment for sale in Griboedov St, Arabkir, Yerevan, 78795","85,000",4,1,40.20877970,3,75 sq. m.,good,4,44.51345000,"1,133",stone,2.8 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 90615","69,000",16,1,40.22383240,2,67 sq. m.,zero condition,13,44.50563380,"1,030",monolit,3 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 92847","115,000",10,1,40.17235360,3,85 sq. m.,newly repaired,6,44.52004790,"1,353",panel,2.8 m
"Yerevan, Center, Zakyan dead end","4 bedrooms apartment for sale in Zakyan dead end, Center, Yerevan, 81974","125,000",5,1,40.17868390,4,108 sq. m.,newly repaired,2,44.50962520,"1,157",stone,2.8 m
"Yerevan, Center, Sayat-Nova Ave","2 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 63905","140,000",4,1,40.18206190,2,65 sq. m.,newly repaired,3,44.52088370,"2,154",stone,2.8 m
"Yerevan, Arabkir, Kievyan St","3 bedrooms apartment for sale in Kievyan St, Arabkir, Yerevan, 97955","82,000",4,1,40.19254490,3,76 sq. m.,newly repaired,4,44.48565420,"1,079",stone,3.2 m
"Yerevan, Arabkir, Kievyan St","3 bedrooms apartment for sale in Kievyan St, Arabkir, Yerevan, 78586","115,000",4,1,40.19495660,3,115 sq. m.,good,3,44.48775020,"1,000",stone,3.8 m
"Yerevan, Arabkir, Mamikoniants St","4 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 86964","107,000",9,1,40.18333300,4,87 sq. m.,newly repaired,5,44.51666700,"1,230",panel,2.8 m
"Yerevan, Center, M.Khorenatsi St","2 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 86496","130,000",11,1,40.18333300,2,44 sq. m.,newly repaired,4,44.51666700,"2,955",panel,2.8 m
"Yerevan, Arabkir, Gulakyan St","3 bedrooms apartment for sale in Gulakyan St, Arabkir, Yerevan, 79195","80,000",14,1,40.19622760,3,92 sq. m.,good,14,44.49982090,870,panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 86156","72,000",5,1,40.20668850,2,66 sq. m.,zero condition,3,44.52065190,"1,091",stone,3.2 m
"Yerevan, Arabkir, Tolbughin St","3 bedrooms apartment for sale in new construction in Tolbughin St, Arabkir, Yerevan, 78269","90,000",11,1,40.17918570,3,91 sq. m.,newly repaired,9,44.49910290,989,monolit,3.2 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 97737","105,000",16,1,40.16976580,3,100 sq. m.,good,6,44.51714200,"1,050",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 95866","78,000",9,1,40.20161260,3,67 sq. m.,newly repaired,9,44.49811320,"1,164",panel,2.8 m
"Yerevan, Arabkir, N. Tigranyan St","2 bedrooms apartment for sale in N. Tigranyan St, Arabkir, Yerevan, 81378","75,000",4,1,40.21176000,2,70 sq. m.,zero condition,4,44.52124930,"1,071",stone,3.2 m
"Yerevan, Center, Koryun St","5 bedrooms apartment for sale in Koryun St, Center, Yerevan, 73085","153,000",5,2,40.18861320,5,130 sq. m.,newly repaired,5,44.52411060,"1,177",stone,2.8 m
"Yerevan, Center, Koryun St","2 bedrooms apartment for sale in Koryun St, Center, Yerevan, 62906","105,000",3,2,40.17924610,2,76 sq. m.,newly repaired,3,44.50953740,"1,382",stone,2.8 m
"Yerevan, Center, G.Lusavorich St","2 bedrooms apartment for sale in G.Lusavorich St, Center, Yerevan, 92285","110,000",5,1,40.17551410,2,62 sq. m.,newly repaired,2,44.50476510,"1,774",stone,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","3 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 60174","100,000",5,1,40.20534510,3,87 sq. m.,good,1,44.49845910,"1,149",stone,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","3 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 96665","77,000",5,1,40.19969010,3,76 sq. m.,zero condition,4,44.49944010,"1,013",stone,2.8 m
"Yerevan, Arabkir, Hakobyan St","3 bedrooms apartment for sale in Hakobyan St, Arabkir, Yerevan, 69071","113,000",5,1,40.20080140,3,97 sq. m.,newly repaired,5,44.49097570,"1,165",stone,3 m
"Yerevan, Center, Baghramyan Ave (Kentron)","3 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 75052","120,000",9,1,40.18895350,3,87 sq. m.,zero condition,2,44.51313930,"1,379",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 97456","68,000",6,1,40.20163740,3,60 sq. m.,newly repaired,2,44.49628450,"1,133",stone,2.8 m
"Yerevan, Arabkir, Kievyan St","2 bedrooms apartment for sale in Kievyan St, Arabkir, Yerevan, 90085","88,000",4,1,40.19329060,2,61 sq. m.,newly repaired,4,44.48482010,"1,443",stone,3.2 m
"Yerevan, Arabkir, Hakobyan St","3 bedrooms apartment for sale in Hakobyan St, Arabkir, Yerevan, 92796","117,000",5,1,40.20080860,3,89 sq. m.,newly repaired,1,44.49135240,"1,315",stone,3 m
"Yerevan, Arabkir, V.Papazyan St","3 bedrooms apartment for sale in V.Papazyan St, Arabkir, Yerevan, 83592","87,000",5,1,40.20474540,3,94 sq. m.,zero condition,4,44.50184080,926,stone,2.8 m
"Yerevan, Arabkir, Babayan St","2 bedrooms apartment for sale in Babayan St, Arabkir, Yerevan, 94057","73,000",9,1,40.19889410,2,64 sq. m.,newly repaired,2,44.52025200,"1,141",panel,2.8 m
"Yerevan, Arabkir, Gyulbenkyan St","2 bedrooms apartment for sale in Gyulbenkyan St, Arabkir, Yerevan, 85116","78,000",5,1,40.20037840,2,65 sq. m.,newly repaired,5,44.49583830,"1,200",stone,2.8 m
"Yerevan, Arabkir, Azatutyan alley","3 bedrooms apartment for sale in Azatutyan alley, Arabkir, Yerevan, 92530","70,000",9,1,40.20066034,3,71 sq. m.,newly repaired,6,44.52144578,986,panel,3 m
"Yerevan, Center, Tigran Mets Ave","4 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 84881","112,000",5,1,40.16451940,4,90 sq. m.,newly repaired,1,44.51304820,"1,244",stone,2.8 m
"Yerevan, Center, Saryan St","3 bedrooms apartment for sale in Saryan St, Center, Yerevan, 93634","120,000",16,1,40.17995020,3,100 sq. m.,good,13,44.50553160,"1,200",panel,2.8 m
"Yerevan, Arabkir, Adonts St","3 bedrooms apartment for sale in Adonts St, Arabkir, Yerevan, 96101","83,500",10,1,40.21013850,3,66 sq. m.,newly repaired,3,44.52830190,"1,265",monolit,3 m
"Yerevan, Arabkir, Hovsep Emin St","3 bedrooms apartment for sale in Hovsep Emin St, Arabkir, Yerevan, 96634","73,000",14,1,40.20475140,3,77 sq. m.,good,14,44.49163310,948,panel,3 m
"Yerevan, Center, Nalbandyan St","2 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 76718","115,000",5,2,40.18157340,2,47 sq. m.,newly repaired,5,44.52004900,"2,447",stone,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","2 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 93192","120,000",9,1,40.20048180,2,78 sq. m.,newly repaired,9,44.49801390,"1,538",panel,3.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 94942","122,000",5,1,40.20579990,3,94 sq. m.,good,3,44.50622590,"1,298",stone,2.8 m
"Yerevan, Center, Baghramyan Ave (Kentron)","4 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 64571","160,000",3,1,40.19223710,4,109 sq. m.,good,3,44.50416570,"1,468",stone,3.2 m
"Yerevan, Arabkir, Hakobyan St","3 bedrooms apartment for sale in Hakobyan St, Arabkir, Yerevan, 92891","118,000",5,1,40.20080140,3,89 sq. m.,newly repaired,1,44.49097570,"1,326",stone,3 m
"Yerevan, Arabkir, Orbeli Yeghbayrner St","3 bedrooms apartment for sale in new construction in Orbeli Yeghbayrner St, Arabkir, Yerevan, 88121","90,000",15,1,40.53506410,3,55 sq. m.,zero condition,10,44.71886870,"1,636",monolit,3 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 58048","120,000",4,1,40.16582520,3,106 sq. m.,newly repaired,4,44.51316830,"1,132",stone,3.2 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 83651","125,000",4,1,40.20872220,3,76 sq. m.,newly repaired,2,44.52470870,"1,645",stone,3.2 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 89288","123,000",6,1,40.19349430,2,60 sq. m.,newly repaired,2,44.50991460,"2,050",monolit,3 m
"Yerevan, Center, E. Qochar St","3 bedrooms apartment for sale in E. Qochar St, Center, Yerevan, 74662","105,000",16,1,40.17290370,3,100 sq. m.,newly repaired,6,44.51998700,"1,050",panel,2.8 m
"Yerevan, Arabkir, A.Tigranyan St","3 bedrooms apartment for sale in A.Tigranyan St, Arabkir, Yerevan, 95087","73,000",5,1,40.20072450,3,75 sq. m.,newly repaired,3,44.52374960,973,stone,2.8 m
"Yerevan, Arabkir, Orbeli Yeghbayrner St","2 bedrooms apartment for sale in Orbeli Yeghbayrner St, Arabkir, Yerevan, 80302","78,000",8,1,40.19419030,2,75 sq. m.,good,3,44.49412030,"1,040",other,2.8 m
"Yerevan, Arabkir, Aygedzor St","2 bedrooms apartment for sale in new construction in Aygedzor St, Arabkir, Yerevan, 74687","125,000",8,1,40.19106760,2,96 sq. m.,newly repaired,2,44.50259690,"1,302",monolit,3.2 m
"Yerevan, Arabkir, A. Avetisyan St","2 bedrooms apartment for sale in A. Avetisyan St, Arabkir, Yerevan, 94629","91,000",16,1,40.19886710,2,83 sq. m.,good,5,44.50311980,"1,096",stone,2.8 m
"Yerevan, Arabkir, Hambardzumyan St","3 bedrooms apartment for sale in Hambardzumyan St, Arabkir, Yerevan, 86049","127,000",9,1,40.18333300,3,87 sq. m.,newly repaired,3,44.51666700,"1,460",stone,2.8 m
"Yerevan, Center, Argishti St","2 bedrooms apartment for sale in Argishti St, Center, Yerevan, 80134","120,000",14,1,40.17396190,2,62 sq. m.,newly repaired,5,44.50324050,"1,935",monolit,3.2 m
"Yerevan, Center, Antarayin St","2 bedrooms apartment for sale in new construction in Antarayin St, Center, Yerevan, 87982","115,000",14,1,40.19399610,2,55 sq. m.,newly repaired,4,44.50903780,"2,091",monolit,3.2 m
"Yerevan, Center, Nalbandyan St","2 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 67516","118,000",6,1,40.18017970,2,67 sq. m.,zero condition,1,44.51825040,"1,761",stone,2.8 m
"Yerevan, Arabkir, Orbeli Yeghbayrner St","4 bedrooms apartment for sale in Orbeli Yeghbayrner St, Arabkir, Yerevan, 26103","130,000",5,1,40.19298270,4,160 sq. m.,newly repaired,4,44.49182860,813,other,2.8 m
"Yerevan, Arabkir, A. Avetisyan St","3 bedrooms apartment for sale in A. Avetisyan St, Arabkir, Yerevan, 93317","132,000",16,1,40.19799120,3,100 sq. m.,newly repaired,5,44.49987810,"1,320",panel,2.8 m
"Yerevan, Center, Mashtots Ave","2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 93393","109,000",4,1,40.18309770,2,78 sq. m.,good,4,44.51041700,"1,397",stone,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","2 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 94878","75,000",5,1,40.19914580,2,56 sq. m.,good,4,44.49577600,"1,339",stone,2.8 m
